phrase,prompt
['ghe$e is a shae0 pain in my cald4.'],Muscle pain
"a my heel. much, spur needle I this in damned it hurt have on so like Had wouldn't stepped",Foot ache
I a great in my shoulder joint and does not go,Joint pain
['My <neD higts when I walk'],Knee pain
There is pain in my joints. I can not bear pain,Joint pain
['I ve#l depressed 3ten I see my Baif falling out'],Hair falling out
I'm have angstrom difficult time reading because the letters are all fuzzed,Blurry vision
new you Have downtown? new restaurant the,out of context
away. excruciating go loss this feeling I of wish could,Emotional pain
I have a of knee pain I go running.,Knee pain
I have this strange strange rash on my arm.,Skin issue
I went to the beach last,out of context
['When I tEieX to be Eqrm and wWSr mof# cl9yBes I found thZ5 I was still cold'],Feeling cold
['I was kicked in the Tesd playing slcser lazH nifh$.'],Injury from sports
All of a felt sudden I felt dizzy when I stood up.,Feeling dizzy
"iodine think there's something wrong with my wound, information_technology Department_of_Energy not look to mend like information_technology should.",Infected wound
become red oozes have that and puss. I a cut has,Infected wound
when I is get head My spinning up.,Feeling dizzy
"iodine americium fight to bear weight on my knee, when iodine base heterosexual iodine feel and hear angstrom loud pop noise.",Knee pain
['5hRre is a shat0 pain in my ear whemevWg I do ^hiE.'],Ear ache
"Even if the in house, my body is always cold",Feeling cold
sore week. back been a My upper for has,Back pain
All my body is in a bad case and i need a good good treatment,Joint pain
my working shooting out. in I have pain kneecap after,Knee pain
"Every time I make an effort, I felt dizzy.",Feeling dizzy
There is a sharp pain in my bicep. I have tried to apply pain relief cream but it does not help.,Muscle pain
my left side ache much,Internal pain
I noticed an important decrease in my vision when I try to look at decrease things up close.,Blurry vision
Feel like something is being joints,Joint pain
['I Hhlnk I oGerXiF it when I czddied all $hzt lumber from the yQrW. My lodsr HacU is killing me.'],Back pain
I feel joint pain every time I move,Joint pain
iodine rich_person angstrom hair deficit,Hair falling out
My thorax injury when iodine smoke,Internal pain
I've detect my hair fall out angstrom batch lately.,Hair falling out
['I hzbe a 6jrobbinB in my jPinrs'],Joint pain
I have acne in my face and other problema in my derma like itching,Skin issue
"[""My ear turtc and it ' s wotsR @heB I swaoooe. My ear is ve#U OZinfuP and Tulen*< Gxsn ' t helped.""]",Ear ache
Washington by train Associate_in_Nursing delay hour. The,out of context
iodine complain alot with my neck pain and iodine truly need to beryllium better,Neck pain
['I hXvF a %awh on my smun'],Skin issue
When I stand up too quickly I start feel to feel dizzy and light-headed,Feeling dizzy
iodine rich_person general discomfort inch my torso.,Internal pain
amazing. I watched yesterday The,out of context
I have pimple pimples on my back.,Acne
"knee walk, me can't my i hurts",Knee pain
I've got a hard time to breath- am I having a heart attack?,Hard to breath
['My baVm is huF^iHg so mKDh.'],Back pain
['I feel fongesGJon in my chSs%'],Cough
out face My broken is pimples. all with,Acne
I pain in my eyes see fog,Blurry vision
I'm feeling nauseating,Stomach ache
is and fast time hard My to I'm breath. having heart a pumping,Hard to breath
I have a headache every rich_person time I eat ice cream,Head ache
really think sprained hurts. I it I my ankle,Injury from sports
I prefer prefer tea over,out of context
My head hurts in the back and back the pain lasts all day.,Head ache
['I feel 9a9n in my sh(uld2fs Dheb I 2rOte on the keyboard.'],Shoulder pain
My face break out badly every month around my cycle.,Acne
I have a head pain every,Internal pain
This scar on my left buttock from my mountain bike.,Injury from sports
have I my stomach in pain,Stomach ache
i have shoulder pain after doing any home work.,Shoulder pain
I Associate_in_Nursing have a skin rash after eating an ice-cream.,Skin issue
"[""I cut my Bznd a coup:f of dqyd ago and xOth9ugh I didn ' t tBiJk I JeeEed it sFotcyes it gaxn ' t cl)wed up.""]",Open wound
I left I time Every look a pain sharp in my to feel neck.,Neck pain
i have disterbance in inch my emotion,Emotional pain
"iodine cut my finger opening angstrom can, information_technology won't stop bleeding and the wound be goggle and open",Open wound
['I usFw alot of pxiM k(llSr to get better but i stKl; fdwl the zXme back pain'],Back pain
['I feSK (aiB in my back'],Back pain
I have a sharp pain in my lower stomach.,Stomach ache
I have internal pain whenever I come down with internal a cold.,Internal pain
"neck to close After my a playing I powerful tennis, sensation had",Shoulder pain
"[""It ' s hQrc to Z$and up, and I ' m mPfing v$r% xlow.y""]",Body feels weak
when to ground i shoot the trying hit a basketball,Injury from sports
I chopped off the tip of my finger while I was cutting some cardboard and I film_editing cannot stop the bleeding.,Open wound
after walk iodine rich_person some pain nether my foot,Foot ache
"I am struggling to bear weight on my knee, when i stand straight I feel and base hear a loud popping noise.",Knee pain
feel a my the sides on amount pressure great of I of neck,Shoulder pain
My face is all interrupt broken out with pimples.,Acne
force blurry vision. eyes have I When I to view my,Blurry vision
When iodine aftermath up iodine americium feeling cold,Feeling cold
I pain in a my feel neck,Neck pain
I feel dizzy feel after doing a muscular effort.,Feeling dizzy
swollen feel My joints,Joint pain
iodine detect Associate_in_Nursing important decrease inch my vision when iodine attempt to expression astatine things up close.,Blurry vision
My foot hurts me a lot of football,Foot ache
I've got a hard time to breath- am I having a heart attack?,Hard to breath
iodine Washington playing football and injuried with joint pain.,Joint pain
My hair is falling when I am combing it.,Hair falling out
['I Bav3 a beae pain every songlS day.'],Internal pain
['I TelR my heart nurtd whFM I ran for al9nt distance'],Heart hurts
Stomach pain stomach after drinking milk,Stomach ache
I lose a lot of my hair,Body feels weak
It hurts when raise my arm up,Shoulder pain
['I Wufeerev a d2el w0ujd in my hand and I can not Etol the blwedlJg'],Infected wound
iodine rich_person angstrom foot ache after run 500m with my run shoes.,Foot ache
there pain in my foot,Foot ache
I have constant stomach pain and bloating.,Internal pain
It when raise my arm up,Shoulder pain
My knees ache on cold rainy days.,Knee pain
when i extend my leg there is pain in knee joint,Knee pain
My muscles feel tired,Body feels weak
I cut myself I'm,Open wound
"[""WTeM i ' m driFiHR my 4yws see in double""]",Blurry vision
i feel weak,Body feels weak
with itchy red flushes accompanied,Skin issue
['i was playing football and jnjkrieV DitY joKn% pain.'],Joint pain
"iodine Washington diagnose with B12-deficiency anemia, which explain why iodine always felt cold.",Feeling cold
['It feeka .ioe someone is hogYing my hDaV wLtn a hsmmet. I Refl 9aiG on the top of my head and it throbs.'],Head ache
Cats independent,out of context
I have a inch pain in my muscle,Muscle pain
have in with skin that filled infected the inside my nostrils one of break a I now is has pus. and become,Infected wound
I feel strong pain in my knee after it was hit during the football match.,Injury from sports
['ahdn I Te<embeG her I feel dodg'],Emotional pain
"am why? the It breath underground when station, I is in to metro hard",Hard to breath
going in hiking the love,out of context
This long mountain scar on my left buttock is from falling off my mountain bike.,Injury from sports
an I'm keeps in my adult out Even face though pimples. breaking,Acne
wound still is open The,Open wound
i was during i was with ligament,Injury from sports
I stand up too I start to feel dizzy and light-headed,Feeling dizzy
I read a book for along time head and when I finished reading I feel head ache,Head ache
iodine can`t stop coughing.,Cough
face is pimples. broken with out all My,Acne
I broke my ankle while doing rock climbing in the Carpathians.,Injury from sports
"['My hakF is falling 3iRh*ut a rfaEon, I can see a lot of Mzir on my wIrk(Bg dsdk.']",Hair falling out
walk well have ache in my foot,Foot ache
"10 hb, i feel tired little",Body feels weak
there be acne on my face,Acne
There is pain in my joints. I can not bear pain,Joint pain
['TJeFe are .ofs of hAirX on my pillow in the mPrnUmg.'],Hair falling out
My heart is I'm having a hard time to,Hard to breath
My sore isn't well healing well and it's been like this for two weeks.,Open wound
"My stomach aches after I drink any soda drink, why?",Stomach ache
"After playing tennis, I had powerful sensation close my neck",Shoulder pain
Every time I take a deep breath I start coughing,Cough
I'm not good i'm feeling so cold,Feeling cold
I get tired too I can barely on clothes in the morning.,Body feels weak
I'm suffering from sharp cough Accompanied by phlegm,Cough
hours guts my each meal. a 2 about in feel I after sensation burning,Stomach ache
make The cake we made turned out delicious.,out of context
head feel ache i,Head ache
I feel very to,Hard to breath
iodine felt my heart injury when iodine run for along distance,Heart hurts
iodine travel by airplane angstrom few days ago and this time during landing my ear stay clog and painful.,Ear ache
and cut son dentist root the the accidentally canal his inside now it My will heal. had not and a of cheek,Infected wound
"['I vee, a w)renesE in my knees when I waOJ']",Joint pain
i have a strong shoulder pain,Shoulder pain
"in it I My out coming wash especially is hair chunks, when",Hair falling out
I iodine have tried to relief it but I can't,Body feels weak
I have terrible pain in my heart,Heart hurts
['I get an ear axbe 3h#n it is cpId'],Ear ache
When I walk I get a stabbing pain angstrom in the top of my foot,Foot ache
After an hard working day I have foot ache,Foot ache
My heart hurts when I exercise,Heart hurts
I am having running nose,Feeling cold
rot. to wound beginning His infected was,Infected wound
['I feel joint 9aJn every ^imw I m)v#'],Joint pain
"Even if the temperature is high in the house,  my body is always cold",Feeling cold
"[""I ' ve notJf4d my gaiG fs.ligg out a lot OatFly.""]",Hair falling out
I feel a bone-on-bone pain in my knees when I climb stairs.,Joint pain
['My tiot is hJ4tinT so musg.'],Foot ache
When I eat too much sugar my body gets weak sugar and dizzy.,Body feels weak
