phrase,prompt
My head gets dizzy I try to,Feeling dizzy
['Sometimes my Hod% f@$ls 3wek without reason'],Body feels weak
iodine feel weak,Body feels weak
"I through a window while I was cleaning it I have a shard of glass stuck in left eye, I think is pretty serious, please help!",Open wound
"My body feel weak although iodine eat angstrom lot, why?",Body feels weak
try is pick the shoulder Why aching laundry? to I my up when,Shoulder pain
['My da&nh%er had her eaGx (iegcex and one of her ear ;ones is br(Yht red and gJFning hot.'],Infected wound
I have eruptions on my face that come and go . rich_person,Acne
rich_person severe cold and cough,Cough
I rich_person have blurred vision.,Blurry vision
['I fsli off my fiMe and Qknce Gten I had hard knee pain'],Knee pain
I just can't seem to get warm.  Even when everyone around me is warm I always feel cold.,Feeling cold
It feels like someone is hitting my head with a hammer.  I feel pain on the top of my head and it throbs.,Head ache
iodine feel pain inch my neck,Neck pain
['I fe3/ so s(rs in my aGomacu area.'],Stomach ache
['It f4Sls lJoe my heart is g0inT to >eZp out of my boE7. It hur^a.'],Heart hurts
iodine rich_person angstrom dull ache inch my lower_berth back which brand information_technology difficult to move,Back pain
"My body feels weak although I body eat a lot, why?",Body feels weak
My infected wound caused fever a fever,Infected wound
"never had any acne problem until my last pregnancy, all of a sudden my got covered in",Acne
I feel a great pain in my shoulder when i try to lift something heavy heavy,Shoulder pain
"fell through a window while I was it and have a shard of glass in left eye, think is pretty serious, please help!",Open wound
I feel pain in the lower back,Back pain
I dizzy doing a muscular effort.,Feeling dizzy
feeling I'm feeling nauseous,Stomach ache
i a strong pain,Shoulder pain
My right shoulder clicks when I move my arm.,Shoulder pain
can hardly move my neck. hurts.,Neck pain
I have a great stomach ache and i can't eat any thing,Stomach ache
When I stand up too quickly I feel as though I'm going to faint.,Feeling dizzy
My daughter had her ears pierced and one of her ear lobes bright red and burning hot.,Infected wound
"At first it feels really numb, but then a thousand needles start to prick through my foot.",Foot ache
['I can ` t Ctkp co7fbing.'],Cough
My hair be fall out after iodine return angstrom shower.,Hair falling out
iodine get angstrom divorce stopping_point year and iodine just can't stop dwelling on how to get retaliation on my ex-husband husband.,Emotional pain
"I cold, even when am wearing layers",Feeling cold
have When I I play football pain. joint,Joint pain
"When iodine base up, iodine feel like I'm departure to fall down immediately",Feeling dizzy
['My jne$ Berls weqo and it gave way the o5h#r day at the top of the Qtairz. puvkoly the4F was a rsjl to ukld on to.'],Knee pain
"[""I hadw qomr pain dben i ' m 3wlkinB around my knees""]",Joint pain
because of Cough i can't breath,Cough
feel pain time I an effort.,Muscle pain
there be angstrom sharp pain inch my bicep. iodine rich_person try to use pain relief cream merely information_technology Department_of_Energy not help.,Muscle pain
i feel cold,Feeling cold
"going I'm instantly When up, feel I fall to down I like stand",Feeling dizzy
iodine I have constant stomach pain and bloating.,Internal pain
"['stiffness inability to >o0k rotht or left @xceOt by ,ovihg the whole body']",Neck pain
I have a wound between my toes that gets better overnight and then reopens ever day when I wear dress shoes to work.,Open wound
breathe hardly can i,Hard to breath
My is out in when I wash,Hair falling out
['I JXve a qhqrp laLn in my lower stomach.'],Stomach ache
I rich_person have a great stomach ache and i can't eat any thing,Stomach ache
When I move my it's like lightning is being through my,Shoulder pain
"Annoyance starts suddenly, often after an injury exercise.",Knee pain
that gluey sitting secretion down. have and nap congested there's throat time makes My is me often to in all impossible the sleep. nose my to it this for I,Hard to breath
When I to be and wear more clothes I found that I was still,Feeling cold
is there acne on face my,Acne
['I s;ised myQeif deeply si^h a knife while I was ck*k8ng'],Open wound
['My thrL&gBt is so sirr.'],Neck pain
There a tingling in my neck.,Neck pain
['I feDk lajn in my joint art@r an inHuDy in the last foltbSol mx%ch I played.'],Joint pain
and is there swollen like I something the of feel knee. at my back inflamed,Knee pain
football pain. I When have play I joint,Joint pain
iodine can barely breathe,Hard to breath
I in think feel when head sharp pain hard. too I my a,Head ache
iodine rich_person trouble inch breathing inch herd places.,Hard to breath
I feel very hard to breathe,Hard to breath
My back got while injured while i was lifting at the gym,Injury from sports
['wftdr fatong I have burning seBsahi0n inside of me.'],Stomach ache
iodine feel pain inch my ear with tinnitus,Ear ache
I wound is infected,Infected wound
I feel weak all all over.,Body feels weak
arches wear hurt heels of I my The when feet,Foot ache
My head is so heavy heavy can't think normally,Head ache
My muscles feel tired,Body feels weak
My heart hurts when I iodine exercise,Heart hurts
I feel pain in pain the knee,Knee pain
"iodine americium worry how cold intolerant iodine am, iodine americium always shivering, evening out inch the sun.",Feeling cold
get my temperature dropped and my body get synosed,Feeling cold
breathe very hard to feel I,Hard to breath
['I TWel qgrong pain in my knee zfteF it was hit dHrinH the f8*Gball match.'],Injury from sports
iodine rich_person Associate_in_Nursing ear ache that won't go away. iodine don't rich_person angstrom cold Oregon concern Oregon any other symptoms. just Associate_in_Nursing earache.,Ear ache
I had internal and gases I ate indian spicy food yesterday,Internal pain
ear listening I'm My to music. ache when,Ear ache
I feel weak over.,Body feels weak
['i naBe a strong DNoulver pain'],Shoulder pain
I feel a burning sensation in my guts about 2 hours after each meal.,Stomach ache
my When double in see driving i'm eyes,Blurry vision
every time iodine comb my hair there are sol many hair inch my comb.,Hair falling out
"[""I can ' t ea>k eeli I hZvW an ache in my CooR""]",Foot ache
['I do not kG*w why I fddl ci;d'],Feeling cold
['I nQve a nWfk pxij wh3J I sit in - fFoht of my laptop.'],Neck pain
standing less than five minutes and my back start to ache,Back pain
iodine cut my hand angstrom couple of days ago and although iodine didn't think iodine necessitate information_technology stitch information_technology hasn't close up.,Open wound
iodine have angstrom pain inch my knee when iodine Washington swimming,Knee pain
['I hwFe (imLies on my bWc>.'],Acne
lungs like they are filled with mucus,Cough
I visited many doctors but they can't find the right treatment my back,Hair falling out
pains. can't because with really jump foot me neverending triple ankle my the left I fracture of on left my,Foot ache
I have shooting pains up and down my back.,Back pain
"After playing tennis,  I had a powerful sensation close to my neck",Shoulder pain
There are lots of hairs on my pillow in the morning.,Hair falling out
When I'm tired I feel my head heavy,Head ache
I can hardly move my neck.  It hurts.,Neck pain
"When I move my shoulder, it's like lightning is being sent through my shoulder",Shoulder pain
I feel pain inside and I can not identify identify it,Internal pain
When i injury eat i feel my stomach hurts,Stomach ache
i have a great pain in my foot like thrombing pain with relaxing great my pain releif,Foot ache
I have blurred vision.,Blurry vision
i cant sleep because sleep of cough,Cough
My neck hurts me and i can't stand with this pain,Neck pain
I have a split on thumb that will not,Open wound
['The severe LaiB in the atomAsh I Ce@l'],Stomach ache
When stand my vision blurry.,Blurry vision
having difficulty moving my knee,Knee pain
bend My back hurts so much I can't bend down to tie my shoelaces.,Back pain
throat my a There constant is in tickle,Cough
"My husband left me for heart another woman, my heart hurts so badly to the point I can't eat or sleep.",Heart hurts
I have tried to relief information_technology it but I can't,Body feels weak
there be angstrom constant tickle inch my throat,Cough
['3heB i was wAsh&nr my hair it was bsll9ng out y4avilu'],Hair falling out
I noticed an important decrease in my vision when I try to look at things up close.,Blurry vision
"['I sfarfFd tAkkng swimming >Rszons and I guess I w2alliwed too much wWtsr through my BosS, because RhiE qinusiyUs is killing me now.']",Injury from sports
below left this of my shoulder. because dull I ache breathe cannot,Heart hurts
I feel a great sum amount of pressure of my head.,Head ache
my brush when notice lot coming than more I out usual hair a I hair,Hair falling out
iodine rich_person pain like acerate_leaf inch my joints.,Joint pain
In highschool I had a lot of acne.,Acne
My kneecap feels like it is grating bone on bone when I walk.,Knee pain
My grandson cut his foot on a seashell in the ocean and now the foot is turning gray and be is puffy.,Infected wound
feel like there are pin and acerate_leaf lodge inch my joint,Joint pain
I used alot of pain killer to get better but i still feel the same back pain,Back pain
['My stomach fe4.s starts hur4(mg but then it D2els better aDteF I eat something mLod.'],Stomach ache
"[""The pain Ree/s KiUe it ' s fighY Helo! the skin""]",Muscle pain
"body feels after first day in the gym, why?",Body feels weak
iodine feel pain when iodine think of her,Emotional pain
Whenever I stand up I feel dizzy.,Feeling dizzy
"['Wh@J I do hard ex#rcOseE I fe$, great pain in my mJsclFW.']",Muscle pain
I cut my on foot at the pool and it breaks open every day when I walk on it.,Open wound
I have tried to make massage on my foot but merely they still pain me,Foot ache
have places. crowded difficulty I in breathing in,Hard to breath
i have difficulty moving neck my neck,Neck pain
I shoulder pain when I try to my,Shoulder pain
"I am always cold, even when I am wearing layers",Feeling cold
i have a migrain and i took panadol but it doesnÕt help information_technology,Head ache
My shoulder muscle hurts when I try to reach up.,Muscle pain
I have a cut on my foot that became infected from using the showers at the gym.,Infected wound
I feel dizzy dizzy when i make sudden movements,Feeling dizzy
"['I was dixtnKsed with B12 - deficiency anehiZ, whKcu SDplaiGs why I al#Wys fRl$ cold.']",Feeling cold
I feel really sad all the time.,Emotional pain
i'm disappoint,Emotional pain
coughing. I can`t stop,Cough
i extend leg there is pain in knee joint,Knee pain
I my joints throbbing have in a,Joint pain
I have throbing in my shoulder,Shoulder pain
was playing football and injuried with joint,Joint pain
I knocked my foot it really hurts.,Foot ache
iodine get awful concern every few calendar_month and when iodine get them my vision be affected.,Head ache
